Gene,Screen,Plate,Project,Dataset,Image,Phenotype,Phenotype Term Name,Phenotype Term Accession,Phenotype Term Accession URL
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229932,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229932,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229932,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227843,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227843,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227843,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227842,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227842,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227842,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227846,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227846,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227846,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229931,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229931,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3229931,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227841,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227841,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227841,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227838,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227838,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757,-,-,3227838,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257273,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257273,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257273,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258131,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258131,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258131,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257267,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257267,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257267,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258134,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258134,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258134,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258130,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258130,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258130,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258137,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258137,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258137,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258129,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258129,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258129,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257266,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257266,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257266,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257270,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257270,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257270,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258132,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258132,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258132,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258135,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258135,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258135,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257272,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257272,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257272,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258136,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258136,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258136,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257268,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257268,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257268,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257265,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257265,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257265,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257271,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257271,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257271,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257269,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257269,enriched for small asymmetric cells,decreased cell size phenotype,CMPO_0000129,http://www.ebi.ac.uk/cmpo/CMPO_0000129
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3257269,enriched for small asymmetric cells,asymmetric cellular component phenotype,CMPO_0000454,http://www.ebi.ac.uk/cmpo/CMPO_0000454
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258133,enriched for slightly large,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258133,low cell density,decreased cell numbers,CMPO_0000052,http://www.ebi.ac.uk/cmpo/CMPO_0000052
KRAS,idr0033-rohban-pathways/screenA (324),41757_illum_corrected,-,-,3258133,enriched for huge,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
NOG,idr0012-fuchs-cellmorph/screenA (4),HT21,-,-,1825300,big cells,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
NOG,idr0012-fuchs-cellmorph/screenA (4),HT21,-,-,1825301,big cells,increased cell size phenotype,CMPO_0000128,http://www.ebi.ac.uk/cmpo/CMPO_0000128
ATR,idr0013-neumann-mitocheck/screenA (9),LT0040_01,-,-,1535858,increased proliferation (automatic),proliferating cells,CMPO_0000241,http://www.ebi.ac.uk/cmpo/CMPO_0000241
ATR,idr0013-neumann-mitocheck/screenA (9),LT0040_42,-,-,1536240,increased proliferation (automatic),proliferating cells,CMPO_0000241,http://www.ebi.ac.uk/cmpo/CMPO_0000241
ATR,idr0013-neumann-mitocheck/screenA (9),LT0040_44,-,-,1536580,increased proliferation (automatic),proliferating cells,CMPO_0000241,http://www.ebi.ac.uk/cmpo/CMPO_0000241
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130607,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130610,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130624,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130603,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130631,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130604,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130629,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130613,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130625,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130614,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130612,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130611,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130605,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130606,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130622,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130620,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130608,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130626,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130617,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130618,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130619,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130630,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130602,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130616,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130609,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130615,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130621,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
ATR,idr0030-sero-yap/screenA (60),200972726[5176]_kinome_YAP_TAZ,-,-,3130628,doughnut nuclei,abnormal nucleus shape phenotype,CMPO_0000123,http://www.ebi.ac.uk/cmpo/CMPO_0000123
